id,date,customerId,productId,orderChannel,quantaty,unitPrice,discount,totalPrice
ORD000596,2025-11-18 21:05:13,CUS000067,PROD000006,Messe,9,619.05,0.054,5270.59
ORD000597,2025-07-10 13:13:25,CUS000056,PROD000019,Partner C,7,1669.62,0.066,10915.98
ORD000598,2025-04-24 09:30:44,CUS000040,PROD000013,Partner B,8,235.2,0.074,1742.36
ORD000599,2025-07-12 06:34:11,CUS000157,PROD000003,Interner Vertrieb,6,292.75,0.075,1624.76
ORD000600,2025-11-07 06:24:33,CUS000134,PROD000007,Partner B,6,202.03,0.049,1152.78
ORD000601,2025-06-03 03:55:31,CUS000180,PROD000009,Partner B,9,993.94,0.071,8310.33
ORD000602,2025-02-12 17:55:05,CUS000129,PROD000005,Partner F,4,1086.81,0.097,3925.56
ORD000603,2025-07-06 08:30:10,CUS000180,PROD000010,Partner A,11,616.11,0.035,6540.01
ORD000604,2025-06-05 21:42:17,CUS000024,PROD000017,Interner Vertrieb,11,405.5,0.072,4139.34
ORD000605,2025-02-21 16:37:51,CUS000102,PROD000012,Partner B,5,324.04,0.177,1333.42
ORD000606,2025-09-02 22:32:32,CUS000162,PROD000016,Partner C,9,741.45,0.077,6159.23
ORD000607,2025-01-16 15:44:55,CUS000115,PROD000003,Partner D,1,292.75,0.033,283.09
ORD000608,2025-05-02 11:21:40,CUS000135,PROD000009,Partner F,4,993.94,0.028,3864.44
ORD000609,2025-08-01 13:47:24,CUS000075,PROD000015,Messe,7,834.88,0.017,5744.81
ORD000610,2025-11-29 06:49:39,CUS000011,PROD000005,Partner B,11,1086.81,0.161,10030.17
ORD000611,2025-11-18 22:22:07,CUS000036,PROD000013,Partner C,9,235.2,0.13,1841.62
ORD000612,2025-01-13 17:42:47,CUS000148,PROD000014,Partner B,11,292.78,0.016,3169.05
ORD000613,2025-11-14 17:28:47,CUS000063,PROD000020,Interner Vertrieb,10,905.55,0.091,8231.45
ORD000614,2025-03-31 04:39:18,CUS000080,PROD000015,Partner C,6,834.88,0.141,4302.97
ORD000615,2025-12-02 14:58:09,CUS000191,PROD000016,Messe,8,741.45,0.078,5468.94
ORD000616,2025-06-02 19:11:44,CUS000197,PROD000013,Interner Vertrieb,9,235.2,0.055,2000.38
ORD000617,2025-01-01 13:38:35,CUS000088,PROD000017,Interner Vertrieb,10,405.5,0.192,3276.44
ORD000618,2025-06-28 12:20:47,CUS000030,PROD000008,Partner F,4,292.42,0.0,1169.68
ORD000619,2025-05-16 17:18:18,CUS000158,PROD000002,Partner E,1,498.02,0.212,392.44
ORD000620,2025-07-22 12:49:23,CUS000103,PROD000005,Partner C,8,1086.81,0.083,7972.84
ORD000621,2025-09-14 14:07:19,CUS000112,PROD000006,Partner D,2,619.05,0.145,1058.58
ORD000622,2025-09-21 03:12:11,CUS000084,PROD000012,Messe,11,324.04,0.02,3493.15
ORD000623,2025-09-24 07:39:29,CUS000150,PROD000018,Partner B,1,550.74,0.044,526.51
ORD000624,2025-06-01 20:12:18,CUS000105,PROD000001,Partner B,7,1692.54,0.026,11539.74
ORD000625,2025-05-13 09:20:59,CUS000189,PROD000017,Partner A,10,405.5,0.075,3750.88
ORD000626,2025-06-24 00:04:48,CUS000021,PROD000011,Partner F,9,231.87,0.095,1888.58
ORD000627,2025-09-12 21:48:16,CUS000037,PROD000010,Partner B,11,616.11,0.133,5875.84
ORD000628,2025-11-20 22:42:04,CUS000027,PROD000019,Messe,9,1669.62,0.0,15026.58
ORD000629,2025-11-22 19:34:10,CUS000102,PROD000014,Partner F,3,292.78,0.088,801.05
ORD000630,2025-01-17 06:05:30,CUS000163,PROD000010,Partner B,6,616.11,0.125,3234.58
ORD000631,2025-07-17 02:11:48,CUS000038,PROD000015,Partner A,7,834.88,0.134,5061.04
ORD000632,2025-02-16 17:04:11,CUS000060,PROD000019,Partner D,10,1669.62,0.058,15727.82
ORD000633,2025-06-13 13:16:50,CUS000070,PROD000004,Partner B,9,439.9,0.059,3725.51
ORD000634,2025-01-06 16:24:32,CUS000032,PROD000002,Messe,2,498.02,0.075,921.34
ORD000635,2025-01-13 13:54:40,CUS000080,PROD000009,Partner C,8,993.94,0.089,7243.83
ORD000636,2025-06-01 11:31:51,CUS000155,PROD000010,Partner B,7,616.11,0.145,3687.42
ORD000637,2025-12-10 15:42:01,CUS000131,PROD000011,Partner C,4,231.87,0.019,909.86
ORD000638,2025-06-26 22:28:58,CUS000177,PROD000014,Partner A,2,292.78,0.041,561.55
ORD000639,2025-01-24 19:02:03,CUS000102,PROD000007,Partner C,8,202.03,0.013,1595.23
ORD000640,2025-01-27 00:43:08,CUS000102,PROD000015,Interner Vertrieb,11,834.88,0.101,8256.13
ORD000641,2025-12-08 01:51:08,CUS000030,PROD000019,Partner D,5,1669.62,0.135,7221.11
ORD000642,2025-07-01 12:33:15,CUS000022,PROD000015,Partner C,6,834.88,0.009,4964.2
ORD000643,2025-12-16 08:44:14,CUS000019,PROD000008,Partner C,11,292.42,0.084,2946.42
ORD000644,2025-04-23 07:11:41,CUS000031,PROD000011,Partner E,7,231.87,0.131,1410.47
ORD000645,2025-05-10 02:08:01,CUS000020,PROD000009,Interner Vertrieb,10,993.94,0.119,8756.61
ORD000646,2025-02-04 10:44:02,CUS000147,PROD000015,Partner C,1,834.88,0.119,735.53
ORD000647,2025-02-23 00:14:41,CUS000130,PROD000001,Partner C,8,1692.54,0.021,13255.97
ORD000648,2025-06-15 00:02:42,CUS000040,PROD000001,Partner C,4,1692.54,0.118,5971.28
ORD000649,2025-01-31 15:46:30,CUS000167,PROD000019,Messe,9,1669.62,0.071,13959.69
ORD000650,2025-02-13 13:17:04,CUS000091,PROD000003,Partner A,1,292.75,0.134,253.52
ORD000651,2025-12-29 03:30:33,CUS000072,PROD000010,Partner E,11,616.11,0.102,6085.93
ORD000652,2025-11-18 21:43:35,CUS000109,PROD000008,Partner B,2,292.42,0.039,562.03
ORD000653,2025-05-09 10:58:36,CUS000182,PROD000015,Partner C,6,834.88,0.094,4538.41
ORD000654,2025-02-25 22:32:57,CUS000027,PROD000010,Onlineshop,11,616.11,0.121,5957.17
ORD000655,2025-04-06 18:00:41,CUS000079,PROD000001,Partner A,10,1692.54,0.055,15994.5
ORD000656,2025-08-21 23:53:33,CUS000140,PROD000018,Onlineshop,11,550.74,0.086,5537.14
ORD000657,2025-04-08 20:29:21,CUS000078,PROD000002,Interner Vertrieb,1,498.02,0.013,491.55
ORD000658,2025-05-24 06:23:46,CUS000199,PROD000019,Partner C,4,1669.62,0.107,5963.88
ORD000659,2025-01-31 01:31:20,CUS000017,PROD000013,Onlineshop,8,235.2,0.077,1736.72
ORD000660,2025-07-11 09:10:30,CUS000084,PROD000001,Partner A,10,1692.54,0.126,14792.8
ORD000661,2025-02-18 13:59:31,CUS000138,PROD000002,Onlineshop,5,498.02,0.106,2226.15
ORD000662,2025-09-25 22:56:57,CUS000147,PROD000016,Partner A,9,741.45,0.06,6272.67
ORD000663,2025-03-12 19:41:40,CUS000158,PROD000015,Onlineshop,11,834.88,0.038,8834.7
ORD000664,2025-08-17 00:01:53,CUS000158,PROD000013,Partner C,11,235.2,0.026,2519.93
ORD000665,2025-07-15 23:59:40,CUS000153,PROD000016,Partner E,6,741.45,0.055,4204.02
ORD000666,2025-12-13 00:22:34,CUS000088,PROD000017,Messe,1,405.5,0.124,355.22
ORD000667,2025-05-03 21:14:04,CUS000074,PROD000007,Partner C,6,202.03,0.0,1212.18
ORD000668,2025-01-07 03:43:51,CUS000127,PROD000017,Partner B,6,405.5,0.028,2364.88
ORD000669,2025-02-04 14:24:35,CUS000194,PROD000007,Messe,6,202.03,0.123,1063.08
ORD000670,2025-07-13 01:14:00,CUS000102,PROD000013,Partner A,8,235.2,0.146,1606.89
ORD000671,2025-11-25 09:10:44,CUS000096,PROD000005,Partner D,6,1086.81,0.031,6318.71
ORD000672,2025-11-27 05:28:28,CUS000163,PROD000017,Messe,5,405.5,0.028,1970.73
ORD000673,2025-02-09 00:02:00,CUS000051,PROD000003,Partner D,11,292.75,0.15,2737.21
ORD000674,2025-02-24 12:37:55,CUS000101,PROD000007,Partner A,2,202.03,0.074,374.16
ORD000675,2025-10-04 14:45:29,CUS000071,PROD000017,Partner A,4,405.5,0.035,1565.23
ORD000676,2025-03-21 08:01:40,CUS000071,PROD000007,Partner B,10,202.03,0.132,1753.62
ORD000677,2025-01-31 13:25:28,CUS000155,PROD000001,Partner B,5,1692.54,0.105,7574.12
ORD000678,2025-10-27 06:28:39,CUS000010,PROD000017,Partner A,10,405.5,0.117,3580.56
ORD000679,2025-04-17 17:45:35,CUS000097,PROD000017,Onlineshop,4,405.5,0.038,1560.36
ORD000680,2025-10-06 23:27:30,CUS000171,PROD000011,Partner B,2,231.87,0.099,417.83
ORD000681,2025-11-01 17:32:32,CUS000183,PROD000003,Messe,7,292.75,0.142,1758.26
ORD000682,2025-09-10 18:56:34,CUS000199,PROD000015,Messe,10,834.88,0.112,7413.73
ORD000683,2025-11-13 12:56:15,CUS000134,PROD000011,Messe,10,231.87,0.126,2026.54
ORD000684,2025-05-14 16:58:11,CUS000006,PROD000016,Partner B,2,741.45,0.15,1260.47
ORD000685,2025-08-29 03:06:57,CUS000077,PROD000009,Partner C,1,993.94,0.101,893.55
ORD000686,2025-01-01 19:37:20,CUS000176,PROD000001,Partner B,5,1692.54,0.052,8022.64
ORD000687,2025-05-28 21:51:34,CUS000077,PROD000016,Partner B,1,741.45,0.124,649.51
ORD000688,2025-05-01 05:59:59,CUS000002,PROD000009,Partner D,1,993.94,0.025,969.09
ORD000689,2025-08-30 21:24:39,CUS000051,PROD000019,Messe,1,1669.62,0.069,1554.42
ORD000690,2025-02-23 04:21:17,CUS000189,PROD000012,Interner Vertrieb,6,324.04,0.109,1732.32
ORD000691,2025-12-23 21:06:39,CUS000147,PROD000019,Partner B,9,1669.62,0.0,15026.58
ORD000692,2025-12-07 12:40:04,CUS000121,PROD000009,Partner A,10,993.94,0.093,9015.04
ORD000693,2025-07-29 20:52:27,CUS000128,PROD000007,Onlineshop,11,202.03,0.095,2011.21
ORD000694,2025-12-20 21:19:44,CUS000002,PROD000014,Messe,1,292.78,0.023,286.05
ORD000695,2025-01-08 19:38:30,CUS000051,PROD000019,Interner Vertrieb,5,1669.62,0.096,7546.68
ORD000696,2025-02-13 07:13:16,CUS000154,PROD000019,Partner B,9,1669.62,0.089,13689.21
ORD000697,2025-10-03 02:01:58,CUS000070,PROD000002,Messe,9,498.02,0.082,4114.64
ORD000698,2025-08-14 19:51:52,CUS000020,PROD000009,Partner B,1,993.94,0.139,855.78
ORD000699,2025-07-11 22:32:02,CUS000023,PROD000013,Partner F,8,235.2,0.124,1648.28
ORD000700,2025-03-19 14:47:04,CUS000054,PROD000015,Interner Vertrieb,1,834.88,0.112,741.37
ORD000701,2025-05-16 15:41:17,CUS000143,PROD000003,Partner C,8,292.75,0.029,2274.08
ORD000702,2025-07-24 13:52:16,CUS000134,PROD000011,Partner C,1,231.87,0.079,213.55
ORD000703,2025-06-02 23:34:08,CUS000163,PROD000014,Onlineshop,5,292.78,0.139,1260.42
ORD000704,2025-09-19 02:19:41,CUS000136,PROD000008,Partner B,8,292.42,0.069,2177.94
ORD000705,2025-08-06 10:00:51,CUS000057,PROD000018,Partner B,6,550.74,0.158,2782.34
ORD000706,2025-11-02 11:13:51,CUS000178,PROD000019,Partner B,9,1669.62,0.113,13328.58
ORD000707,2025-12-05 07:23:04,CUS000177,PROD000016,Partner C,1,741.45,0.165,619.11
ORD000708,2025-02-07 18:55:08,CUS000115,PROD000002,Messe,9,498.02,0.027,4361.16
ORD000709,2025-09-01 11:49:14,CUS000149,PROD000008,Messe,1,292.42,0.072,271.37
ORD000710,2025-11-06 22:30:42,CUS000123,PROD000006,Interner Vertrieb,10,619.05,0.077,5713.83
ORD000711,2025-11-14 14:35:28,CUS000036,PROD000012,Messe,10,324.04,0.11,2883.96
ORD000712,2025-11-25 14:23:31,CUS000071,PROD000015,Interner Vertrieb,3,834.88,0.043,2396.94
ORD000713,2025-05-31 09:08:27,CUS000069,PROD000008,Partner C,1,292.42,0.0,292.42
ORD000714,2025-09-27 06:07:56,CUS000058,PROD000004,Onlineshop,3,439.9,0.099,1189.05
ORD000715,2025-12-12 05:04:40,CUS000063,PROD000015,Interner Vertrieb,11,834.88,0.062,8614.29
ORD000716,2025-06-18 16:10:58,CUS000016,PROD000020,Interner Vertrieb,2,905.55,0.056,1709.68
ORD000717,2025-09-23 21:48:59,CUS000134,PROD000017,Partner B,2,405.5,0.045,774.5
ORD000718,2025-06-16 03:59:04,CUS000078,PROD000013,Onlineshop,9,235.2,0.086,1934.76
ORD000719,2025-12-05 16:58:46,CUS000122,PROD000018,Partner C,8,550.74,0.026,4291.37
ORD000720,2025-07-02 17:30:03,CUS000180,PROD000002,Partner C,1,498.02,0.07,463.16
ORD000721,2025-08-25 02:19:57,CUS000002,PROD000013,Messe,4,235.2,0.039,904.11
ORD000722,2025-09-01 07:50:54,CUS000114,PROD000013,Onlineshop,1,235.2,0.05,223.44
ORD000723,2025-09-21 04:45:51,CUS000114,PROD000015,Onlineshop,1,834.88,0.098,753.06
ORD000724,2025-10-24 04:42:27,CUS000124,PROD000020,Partner C,4,905.55,0.113,3212.89
ORD000725,2025-06-05 08:44:02,CUS000146,PROD000010,Interner Vertrieb,2,616.11,0.065,1152.13
ORD000726,2025-02-11 15:57:45,CUS000163,PROD000003,Partner A,3,292.75,0.128,765.83
ORD000727,2025-12-06 21:06:54,CUS000086,PROD000019,Onlineshop,11,1669.62,0.031,17796.48
ORD000728,2025-09-14 11:25:03,CUS000167,PROD000003,Onlineshop,9,292.75,0.004,2624.21
ORD000729,2025-06-05 17:50:44,CUS000129,PROD000014,Messe,2,292.78,0.013,577.95
ORD000730,2025-10-14 15:52:36,CUS000165,PROD000008,Partner A,4,292.42,0.026,1139.27
ORD000731,2025-07-26 05:04:34,CUS000021,PROD000004,Interner Vertrieb,1,439.9,0.014,433.74
ORD000732,2025-02-13 16:00:11,CUS000001,PROD000020,Partner A,2,905.55,0.181,1483.29
ORD000733,2025-01-27 19:42:16,CUS000132,PROD000011,Partner A,5,231.87,0.002,1157.03
ORD000734,2025-12-06 10:10:59,CUS000058,PROD000011,Partner C,10,231.87,0.127,2024.23
ORD000735,2025-02-01 23:40:42,CUS000001,PROD000011,Messe,1,231.87,0.079,213.55
ORD000736,2025-03-31 00:01:24,CUS000141,PROD000002,Partner C,11,498.02,0.091,4979.7
ORD000737,2025-04-29 00:54:59,CUS000174,PROD000017,Partner C,7,405.5,0.035,2739.15
ORD000738,2025-02-13 20:19:00,CUS000175,PROD000009,Partner D,4,993.94,0.096,3594.09
ORD000739,2025-05-06 02:21:10,CUS000007,PROD000002,Interner Vertrieb,6,498.02,0.034,2886.52
ORD000740,2025-01-03 06:56:15,CUS000051,PROD000015,Messe,8,834.88,0.126,5837.48
ORD000741,2025-01-28 14:54:48,CUS000003,PROD000016,Partner D,6,741.45,0.13,3870.37
ORD000742,2025-07-23 07:05:10,CUS000178,PROD000004,Partner A,2,439.9,0.073,815.57
ORD000743,2025-09-19 21:41:00,CUS000154,PROD000008,Partner D,1,292.42,0.077,269.9
ORD000744,2025-03-03 17:17:40,CUS000031,PROD000009,Partner D,8,993.94,0.102,7140.46
ORD000745,2025-04-21 23:50:01,CUS000100,PROD000005,Interner Vertrieb,8,1086.81,0.099,7833.73
ORD000746,2025-10-01 07:37:29,CUS000062,PROD000016,Partner B,9,741.45,0.131,5798.88
ORD000747,2025-05-23 17:32:22,CUS000154,PROD000013,Partner B,6,235.2,0.13,1227.74
ORD000748,2025-07-06 02:27:25,CUS000195,PROD000007,Partner B,1,202.03,0.079,186.07
ORD000749,2025-05-12 22:12:46,CUS000108,PROD000020,Partner B,9,905.55,0.056,7693.55
ORD000750,2025-02-28 20:09:29,CUS000055,PROD000017,Partner C,3,405.5,0.121,1069.3
ORD000751,2025-07-20 08:34:12,CUS000156,PROD000003,Partner C,11,292.75,0.072,2988.39
ORD000752,2025-05-13 06:09:38,CUS000044,PROD000005,Partner D,6,1086.81,0.086,5960.07
ORD000753,2025-09-01 04:00:22,CUS000081,PROD000019,Messe,10,1669.62,0.107,14909.71
ORD000754,2025-12-07 16:16:28,CUS000166,PROD000012,Partner D,10,324.04,0.129,2822.39
ORD000755,2025-12-23 04:11:22,CUS000030,PROD000007,Partner C,11,202.03,0.093,2015.65
ORD000756,2025-05-15 12:57:46,CUS000066,PROD000009,Messe,9,993.94,0.051,8489.24
ORD000757,2025-04-28 15:33:31,CUS000136,PROD000006,Partner D,11,619.05,0.17,5651.93
ORD000758,2025-01-27 08:19:20,CUS000014,PROD000017,Partner A,3,405.5,0.157,1025.51
ORD000759,2025-07-03 20:02:17,CUS000101,PROD000016,Partner B,5,741.45,0.029,3599.74
ORD000760,2025-02-21 00:30:49,CUS000106,PROD000003,Onlineshop,5,292.75,0.034,1413.98
ORD000761,2025-02-21 05:30:19,CUS000103,PROD000004,Onlineshop,10,439.9,0.041,4218.64
ORD000762,2025-05-07 10:13:57,CUS000062,PROD000010,Messe,7,616.11,0.122,3786.61
ORD000763,2025-10-25 08:34:14,CUS000075,PROD000005,Partner D,4,1086.81,0.172,3599.51
ORD000764,2025-07-29 14:26:53,CUS000191,PROD000010,Messe,11,616.11,0.055,6404.46
ORD000765,2025-10-09 04:37:32,CUS000079,PROD000012,Interner Vertrieb,4,324.04,0.088,1182.1
ORD000766,2025-07-10 05:05:43,CUS000194,PROD000010,Partner C,7,616.11,0.042,4131.63
ORD000767,2025-05-02 19:34:01,CUS000107,PROD000013,Messe,9,235.2,0.165,1767.53
ORD000768,2025-10-27 14:00:40,CUS000096,PROD000011,Partner B,11,231.87,0.121,2241.95
ORD000769,2025-03-18 22:18:25,CUS000040,PROD000016,Partner A,4,741.45,0.039,2850.13
ORD000770,2025-03-05 05:26:50,CUS000141,PROD000008,Partner B,4,292.42,0.0,1169.68
ORD000771,2025-06-04 23:00:09,CUS000107,PROD000008,Onlineshop,6,292.42,0.132,1522.92
ORD000772,2025-10-25 06:12:17,CUS000017,PROD000008,Interner Vertrieb,6,292.42,0.051,1665.04
ORD000773,2025-06-10 06:07:00,CUS000015,PROD000013,Partner D,7,235.2,0.122,1445.54
ORD000774,2025-10-02 02:04:12,CUS000161,PROD000002,Partner A,1,498.02,0.095,450.71
ORD000775,2025-11-30 16:34:44,CUS000016,PROD000012,Partner C,11,324.04,0.0,3564.44
ORD000776,2025-11-28 08:19:49,CUS000013,PROD000010,Messe,3,616.11,0.04,1774.4
ORD000777,2025-04-23 13:44:50,CUS000151,PROD000012,Partner A,9,324.04,0.062,2735.55
ORD000778,2025-06-08 02:23:03,CUS000036,PROD000011,Interner Vertrieb,6,231.87,0.046,1327.22
ORD000779,2025-12-19 02:41:51,CUS000043,PROD000015,Partner C,6,834.88,0.086,4578.48
ORD000780,2025-07-07 02:03:24,CUS000178,PROD000016,Partner C,5,741.45,0.1,3336.52
ORD000781,2025-06-21 17:32:48,CUS000114,PROD000017,Partner B,11,405.5,0.169,3706.68
ORD000782,2025-09-24 10:41:25,CUS000074,PROD000002,Partner C,3,498.02,0.104,1338.68
ORD000783,2025-01-15 21:24:03,CUS000081,PROD000018,Messe,11,550.74,0.155,5119.13
ORD000784,2025-04-25 20:09:52,CUS000094,PROD000012,Partner B,5,324.04,0.056,1529.47
ORD000785,2025-04-07 05:49:50,CUS000141,PROD000019,Partner B,1,1669.62,0.138,1439.21
ORD000786,2025-03-13 18:24:06,CUS000030,PROD000018,Partner C,3,550.74,0.061,1551.43
ORD000787,2025-03-22 19:58:16,CUS000185,PROD000017,Partner C,4,405.5,0.034,1566.85
ORD000788,2025-10-23 20:06:04,CUS000030,PROD000006,Interner Vertrieb,5,619.05,0.032,2996.2
ORD000789,2025-06-17 22:19:47,CUS000199,PROD000015,Partner D,10,834.88,0.0,8348.8
ORD000790,2025-11-18 12:54:59,CUS000010,PROD000003,Messe,9,292.75,0.123,2310.68
ORD000791,2025-03-04 14:44:21,CUS000099,PROD000006,Partner B,4,619.05,0.015,2439.06
ORD000792,2025-09-09 08:16:59,CUS000194,PROD000003,Partner D,3,292.75,0.15,746.51
ORD000793,2025-09-25 05:29:02,CUS000094,PROD000001,Interner Vertrieb,10,1692.54,0.071,15723.7
ORD000794,2025-09-11 17:53:22,CUS000039,PROD000013,Partner D,1,235.2,0.002,234.73
ORD000795,2025-07-04 09:30:36,CUS000037,PROD000014,Partner C,10,292.78,0.024,2857.53
ORD000796,2025-05-29 12:19:55,CUS000131,PROD000013,Partner C,6,235.2,0.09,1284.19
ORD000797,2025-07-04 18:15:17,CUS000089,PROD000004,Partner C,7,439.9,0.0,3079.3
ORD000798,2025-04-08 09:36:38,CUS000162,PROD000007,Partner A,10,202.03,0.109,1800.09
ORD000799,2025-04-27 16:05:46,CUS000166,PROD000010,Onlineshop,8,616.11,0.004,4909.16
ORD000800,2025-11-21 22:31:37,CUS000014,PROD000007,Partner C,1,202.03,0.043,193.34
ORD000801,2025-01-06 04:32:25,CUS000192,PROD000015,Partner B,4,834.88,0.09,3038.96
ORD000802,2025-04-16 18:14:42,CUS000039,PROD000015,Messe,11,834.88,0.103,8237.76
ORD000803,2025-04-01 14:18:14,CUS000182,PROD000004,Interner Vertrieb,5,439.9,0.12,1935.56
ORD000804,2025-08-25 20:05:17,CUS000130,PROD000006,Partner F,2,619.05,0.015,1219.53
ORD000805,2025-01-22 18:04:50,CUS000043,PROD000020,Partner B,1,905.55,0.065,846.69
ORD000806,2025-07-03 01:00:28,CUS000181,PROD000005,Partner C,8,1086.81,0.135,7520.73
ORD000807,2025-06-26 00:45:00,CUS000131,PROD000020,Partner B,6,905.55,0.065,5080.14
ORD000808,2025-12-03 06:28:01,CUS000169,PROD000012,Partner B,5,324.04,0.095,1466.28
ORD000809,2025-02-27 16:34:05,CUS000008,PROD000001,Interner Vertrieb,9,1692.54,0.088,13892.37
ORD000810,2025-03-22 07:41:45,CUS000096,PROD000008,Onlineshop,11,292.42,0.145,2750.21
ORD000811,2025-11-25 00:45:07,CUS000191,PROD000001,Partner F,11,1692.54,0.057,17556.72
ORD000812,2025-03-23 01:09:47,CUS000065,PROD000005,Partner D,2,1086.81,0.011,2149.71
ORD000813,2025-03-20 00:54:31,CUS000079,PROD000006,Messe,10,619.05,0.032,5992.4
ORD000814,2025-01-17 20:08:28,CUS000132,PROD000003,Messe,8,292.75,0.089,2133.56
ORD000815,2025-05-04 04:11:42,CUS000068,PROD000015,Partner C,11,834.88,0.002,9165.31
ORD000816,2025-02-08 09:59:04,CUS000092,PROD000005,Partner E,10,1086.81,0.053,10292.09
ORD000817,2025-04-11 14:54:30,CUS000010,PROD000014,Interner Vertrieb,9,292.78,0.084,2413.68
ORD000818,2025-07-11 18:01:36,CUS000075,PROD000018,Messe,1,550.74,0.042,527.61
ORD000819,2025-03-09 04:54:26,CUS000178,PROD000016,Messe,7,741.45,0.096,4691.9
ORD000820,2025-09-18 16:03:24,CUS000151,PROD000006,Interner Vertrieb,8,619.05,0.116,4377.92
ORD000821,2025-06-05 15:59:23,CUS000061,PROD000014,Partner C,3,292.78,0.103,787.87
ORD000822,2025-03-03 09:28:29,CUS000047,PROD000008,Messe,4,292.42,0.003,1166.17
ORD000823,2025-03-30 18:03:36,CUS000003,PROD000007,Partner A,3,202.03,0.084,555.18
ORD000824,2025-02-27 06:51:39,CUS000103,PROD000008,Partner B,7,292.42,0.088,1866.81
ORD000825,2025-08-10 19:28:48,CUS000017,PROD000013,Partner B,9,235.2,0.061,1987.68
ORD000826,2025-08-25 22:26:32,CUS000022,PROD000006,Partner B,3,619.05,0.096,1678.86
ORD000827,2025-03-12 04:08:23,CUS000116,PROD000018,Interner Vertrieb,6,550.74,0.094,2993.82
ORD000828,2025-09-03 04:50:40,CUS000091,PROD000002,Partner B,8,498.02,0.075,3685.35
ORD000829,2025-08-29 21:18:29,CUS000144,PROD000008,Partner B,6,292.42,0.03,1701.88
ORD000830,2025-11-27 11:45:56,CUS000104,PROD000011,Messe,2,231.87,0.079,427.1
ORD000831,2025-04-24 14:09:09,CUS000003,PROD000001,Partner B,7,1692.54,0.173,9798.11
ORD000832,2025-09-18 04:42:33,CUS000052,PROD000006,Partner C,2,619.05,0.06,1163.81
ORD000833,2025-08-04 20:10:19,CUS000111,PROD000016,Partner B,2,741.45,0.132,1287.16
ORD000834,2025-03-08 12:29:32,CUS000161,PROD000020,Interner Vertrieb,2,905.55,0.082,1662.59
ORD000835,2025-02-26 02:44:47,CUS000042,PROD000012,Messe,11,324.04,0.04,3421.86
ORD000836,2025-03-07 11:53:16,CUS000130,PROD000011,Messe,1,231.87,0.065,216.8
ORD000837,2025-07-23 16:24:28,CUS000039,PROD000010,Partner C,11,616.11,0.079,6241.81
ORD000838,2025-04-29 00:09:18,CUS000046,PROD000003,Partner C,1,292.75,0.113,259.67
ORD000839,2025-01-26 18:08:20,CUS000048,PROD000013,Partner D,7,235.2,0.199,1318.77
ORD000840,2025-08-04 15:46:23,CUS000027,PROD000003,Partner B,5,292.75,0.083,1342.26
ORD000841,2025-07-31 22:40:53,CUS000015,PROD000015,Interner Vertrieb,11,834.88,0.018,9018.37
ORD000842,2025-05-18 14:44:36,CUS000007,PROD000016,Partner B,3,741.45,0.0,2224.35
ORD000843,2025-02-08 15:20:42,CUS000109,PROD000013,Messe,1,235.2,0.059,221.32
ORD000844,2025-09-09 04:43:39,CUS000185,PROD000017,Partner A,11,405.5,0.024,4353.45
ORD000845,2025-06-23 04:39:00,CUS000042,PROD000003,Partner C,10,292.75,0.108,2611.33
ORD000846,2025-05-29 15:24:19,CUS000009,PROD000020,Interner Vertrieb,6,905.55,0.108,4846.5
ORD000847,2025-12-13 22:36:18,CUS000105,PROD000011,Interner Vertrieb,11,231.87,0.073,2364.38
ORD000848,2025-01-05 21:39:30,CUS000134,PROD000019,Partner C,1,1669.62,0.113,1480.95
ORD000849,2025-01-28 11:12:19,CUS000185,PROD000011,Partner B,9,231.87,0.083,1913.62
ORD000850,2025-09-12 14:50:32,CUS000076,PROD000016,Messe,2,741.45,0.173,1226.36
ORD000851,2025-04-18 00:32:46,CUS000030,PROD000003,Partner C,1,292.75,0.111,260.25
ORD000852,2025-08-07 15:46:48,CUS000183,PROD000006,Partner A,7,619.05,0.125,3791.68
ORD000853,2025-10-19 21:05:52,CUS000084,PROD000014,Partner C,6,292.78,0.008,1742.63
ORD000854,2025-01-22 16:23:41,CUS000126,PROD000018,Onlineshop,6,550.74,0.021,3235.05
ORD000855,2025-09-27 23:58:06,CUS000084,PROD000017,Interner Vertrieb,5,405.5,0.104,1816.64
ORD000856,2025-03-12 09:25:50,CUS000054,PROD000004,Partner C,11,439.9,0.003,4824.38
ORD000857,2025-07-01 03:18:24,CUS000110,PROD000015,Onlineshop,4,834.88,0.049,3175.88
ORD000858,2025-05-08 03:54:28,CUS000027,PROD000011,Interner Vertrieb,11,231.87,0.139,2196.04
ORD000859,2025-03-22 03:51:17,CUS000084,PROD000003,Messe,4,292.75,0.048,1114.79
ORD000860,2025-11-04 16:08:21,CUS000187,PROD000003,Partner B,3,292.75,0.02,860.68
ORD000861,2025-03-11 01:31:46,CUS000007,PROD000016,Partner A,10,741.45,0.113,6576.66
ORD000862,2025-05-16 05:41:35,CUS000168,PROD000005,Partner C,8,1086.81,0.184,7094.7
ORD000863,2025-05-16 11:53:58,CUS000104,PROD000010,Partner A,7,616.11,0.04,4140.26
ORD000864,2025-11-14 08:15:52,CUS000072,PROD000019,Partner D,9,1669.62,0.141,12907.83
ORD000865,2025-03-01 05:55:22,CUS000002,PROD000004,Partner C,1,439.9,0.033,425.38
